hours,mean_0 aSf 10 PrLDm,sd_0 aSf 10 PrLDm,mean_0 aSf 15 PrLDm,sd_0 aSf 15 PrLDm,mean_0 aSf 20 PrLDm,sd_0 aSf 20 PrLDm,mean_0 aSf 25 PrLDm,sd_0 aSf 25 PrLDm,mean_0 aSf 30 PrLDm,sd_0 aSf 30 PrLDm,mean_0 aSf 5 PrLDm,sd_0 aSf 5 PrLDm,mean_0.1 aSf 0 PrLDm,sd_0.1 aSf 0 PrLDm,mean_0.1 aSf 10 PrLDm,sd_0.1 aSf 10 PrLDm,mean_0.1 aSf 15 PrLDm,sd_0.1 aSf 15 PrLDm,mean_0.1 aSf 20 PrLDm,sd_0.1 aSf 20 PrLDm,mean_0.1 aSf 25 PrLDm,sd_0.1 aSf 25 PrLDm,mean_0.1 aSf 30 PrLDm,sd_0.1 aSf 30 PrLDm,mean_0.1 aSf 5 PrLDm,sd_0.1 aSf 5 PrLDm,mean_0.5 aSf 0 PrLDm,sd_0.5 aSf 0 PrLDm,mean_0.5 aSf 10 PrLDm,sd_0.5 aSf 10 PrLDm,mean_0.5 aSf 15 PrLDm,sd_0.5 aSf 15 PrLDm,mean_0.5 aSf 20 PrLDm,sd_0.5 aSf 20 PrLDm,mean_0.5 aSf 25 PrLDm,sd_0.5 aSf 25 PrLDm,mean_0.5 aSf 30 PrLDm,sd_0.5 aSf 30 PrLDm,mean_0.5 aSf 5 PrLDm,sd_0.5 aSf 5 PrLDm,mean_01 aSf 0 PrLDm,sd_01 aSf 0 PrLDm,mean_01 aSf 10 PrLDm,sd_01 aSf 10 PrLDm,mean_01 aSf 15 PrLDm,sd_01 aSf 15 PrLDm,mean_01 aSf 20 PrLDm,sd_01 aSf 20 PrLDm,mean_01 aSf 25 PrLDm,sd_01 aSf 25 PrLDm,mean_01 aSf 30 PrLDm,sd_01 aSf 30 PrLDm,mean_01 aSf 5 PrLDm,sd_01 aSf 5 PrLDm,mean_2 aSf 0 PrLDm,sd_2 aSf 0 PrLDm,mean_2 aSf 10 PrLDm,sd_2 aSf 10 PrLDm,mean_2 aSf 15 PrLDm,sd_2 aSf 15 PrLDm,mean_2 aSf 20 PrLDm,sd_2 aSf 20 PrLDm,mean_2 aSf 25 PrLDm,sd_2 aSf 25 PrLDm,mean_2 aSf 30 PrLDm,sd_2 aSf 30 PrLDm,mean_2 aSf 5 PrLDm,sd_2 aSf 5 PrLDm,mean_4 aSf 0 PrLDm,sd_4 aSf 0 PrLDm,mean_4 aSf 10 PrLDm,sd_4 aSf 10 PrLDm,mean_4 aSf 15 PrLDm,sd_4 aSf 15 PrLDm,mean_4 aSf 20 PrLDm,sd_4 aSf 20 PrLDm,mean_4 aSf 25 PrLDm,sd_4 aSf 25 PrLDm,mean_4 aSf 30 PrLDm,sd_4 aSf 30 PrLDm,mean_4 aSf 5 PrLDm,sd_4 aSf 5 PrLDm
37.667,8363.827528,1896.812239,13200.73706,6712.34186,21648.40399,11133.75269,16858.0619,4878.711702,17427.30797,4107.600976,7437.242765,4108.898479,3261.77636,134.3308851,12810.26914,1668.720922,13937.57354,6295.219429,23188.95418,12629.54138,21125.50932,14461.80056,19972.39297,17998.92101,6701.709849,2866.408162,3103.077673,9.733480185,10060.34779,579.1603497,13548.57896,3916.111543,15379.57316,882.528204,17785.23956,3136.506432,22666.07552,9779.86831,16481.18257,7406.031618,3191.469396,114.8642401,7671.934572,2073.47927,18135.29145,12011.3143,3425.336474,4768.683508,23182.47389,11797.88071,27507.92675,8016.777249,5836.720936,1625.821404,3279.290079,18.68353679,8866.327941,1110.424389,14670.03032,2164.333397,17037.91237,1770.604462,21735.88399,1704.441284,14358.65668,9887.65773,7090.778229,371.7881787,3309.958388,56.68796141,9933.581611,458.7433564,12513.74543,1893.538724,17903.5794,4086.389724,34819.26206,9601.165995,34460.79826,8166.463534,7018.763673,496.6609664
38,8508.91725,2037.876103,13381.0633,6814.114899,22205.61124,11619.26182,17266.71298,5145.451288,17928.42219,3810.369138,7491.001607,4148.623646,3260.43488,113.6794392,12969.62175,1833.802159,14292.99808,6337.731617,23444.98606,12478.66857,21997.19334,15313.27973,20395.89846,18287.89385,6748.197167,2899.438066,3102.166802,7.564100642,10025.18766,629.2368664,13977.89254,4331.000595,15445.78567,788.3019017,17935.65063,3127.78253,23017.03737,10100.62069,16848.37274,7726.818383,3203.020766,106.4587782,7630.718954,2076.114634,17925.38721,11323.84966,3393.008758,4688.231702,24183.49234,12615.53696,29225.83946,10825.98962,5878.077702,1619.07407,3286.082804,28.88708978,8858.370864,1150.062918,15049.61105,2493.787111,17738.36501,971.3999975,21965.42446,1505.197316,10134.60056,1741.707339,7159.661214,399.6197769,3316.968722,13.05232284,10206.18155,663.7037563,13170.89508,1290.528377,17999.66019,3964.690349,35409.08191,9483.965803,34521.94972,8153.437698,7046.471187,589.9352714
38.333,8373.032763,1950.301815,13681.18957,6889.948527,21903.08748,10793.88195,17717.24953,5583.333905,18388.50669,3544.073296,7486.301523,4111.631932,3281.720692,110.6069141,13130.06947,1888.669183,14287.49926,6005.104387,24122.95107,12977.42102,22733.21465,15927.7743,20983.48067,18415.32105,6823.574389,2981.20426,3096.372154,21.10693511,9880.107211,829.176815,13686.94039,3770.011643,15588.97165,842.3684587,18131.68314,3119.97482,23349.04026,10412.31116,17209.31652,8045.138607,3201.50456,118.6088148,7705.037784,2072.203506,16535.80912,9364.436684,3110.819949,4106.376493,24285.02094,12241.47475,28118.43048,8674.76419,5867.408313,1580.63169,3283.306746,26.61840383,8977.108761,1083.898317,15259.38855,2597.866681,17600.78051,1241.028831,21709.56258,1882.388417,11234.03583,3563.996117,7094.574778,409.8905293,3333.351588,19.59563803,9936.696885,434.2917881,12652.0298,1727.596613,17482.28336,4512.225927,35497.13755,9515.62743,34637.21093,8133.674811,7030.78187,533.1620477
38.667,8321.482153,1993.540403,13688.07167,6886.21156,21965.74636,10297.16618,18473.4663,5855.712785,18773.36511,3390.081982,7522.266814,4173.054244,3297.472609,109.7519259,13107.92436,1807.216658,14684.86671,6135.9458,24797.24453,13339.30726,23105.22278,15883.19345,21285.09704,18668.33993,6915.76518,3054.02927,3104.200751,21.19533356,10008.35656,748.1886541,13705.17729,3409.90983,15680.9142,789.1217713,18246.27471,3125.524836,23630.46074,10702.47749,17565.17769,8399.978235,3207.010075,116.4380065,8046.350349,2147.090748,17664.03187,10920.4302,3299.189402,4479.434094,24572.60644,12586.74575,29157.72067,10266.9192,5864.962737,1546.319194,3297.202249,32.30606449,9107.648784,991.5213758,14764.9661,1857.299364,17611.54462,1363.613346,21880.8537,1671.814425,11714.8102,4357.58685,7151.948147,324.4647755,3330.616714,18.04503445,10116.255,595.6891657,13362.59566,1240.626596,18053.36481,4081.286417,34756.84547,9608.19216,34656.37496,8102.033221,7103.234394,556.8416524
39,8425.513315,1936.959186,13775.33394,6880.730895,21743.48895,9890.526195,18759.35472,6273.067163,19134.0704,3276.279692,7567.820054,4108.03525,3298.91537,103.5156714,13096.96127,1734.272933,14651.85532,5746.721524,25331.18213,13320.29661,22942.5438,15018.57878,21784.03608,18683.53799,7135.105305,3216.969208,3082.982018,23.93501155,10074.34107,705.0268405,13881.71521,3626.410563,15710.63792,744.4828905,18433.39927,3257.101461,23973.15561,11015.43028,17806.26186,8548.313236,3206.092942,111.9819589,8134.847118,2166.5818,17883.98367,10948.76625,3496.883984,4858.295234,24204.41991,11105.68437,27750.12516,7699.82415,5870.123714,1541.571906,3285.912037,44.27926613,9086.474828,1072.635689,15050.00679,1858.669076,18197.83061,979.886349,22246.86018,1276.258116,12644.64236,6093.299655,7134.159684,364.3554154,3355.690054,61.11962582,10146.16833,532.4057805,12622.61494,1922.506031,18049.8399,4146.495363,34943.36563,9523.659743,34741.57755,8024.656264,7079.658466,542.9160004
39.333,8607.229809,1825.779797,13986.81994,6990.260709,22557.76217,10886.56943,18926.59916,6738.298748,19450.09845,3220.167976,7603.851029,4143.109397,3294.043748,98.58198686,13226.65862,1698.112579,15067.65768,5959.058983,25635.17327,13146.63321,23111.97126,14677.54915,22136.3128,18776.02194,7175.265346,3259.327081,3079.632458,28.1900363,10096.60175,702.6749936,14330.20225,3849.245613,15786.40723,711.409928,18619.92689,3283.438463,24311.59389,11355.70901,18187.91677,8937.011642,3210.484047,133.4249414,8093.027681,2135.385622,17869.40197,11383.65609,3572.461603,4999.237839,24454.75498,10751.65563,29202.552,10054.0484,5805.971593,1390.271714,3287.532011,28.8918706,9239.303107,941.3851306,15131.57238,2330.517247,17634.35196,1317.99178,22066.10873,1393.42254,12309.59326,5358.101872,7162.115587,386.5109784,3306.641194,52.03036999,9915.884575,483.2020669,13343.61452,1203.361759,18064.39937,4120.362199,34949.65991,9488.068536,34785.19289,7999.187464,7106.910439,581.7852924
39.667,8651.580669,1869.746211,14081.2445,7050.722286,23331.47856,11462.76388,19413.46982,6782.385765,19892.42937,3266.574838,7620.323788,4139.133194,3291.284714,107.5738498,13344.16222,1691.48726,15083.34201,5577.634566,26081.51049,13373.95094,23658.86846,14962.32287,22501.53708,18846.37587,7100.958281,3250.337996,3072.457043,28.74612655,10188.5098,587.4333343,14073.95282,3434.971725,15936.50776,803.4337007,18707.02303,3240.891702,24609.41134,11631.18402,18195.22243,8983.737173,3205.22353,124.1980842,8023.351583,1896.548992,17584.19592,10597.52126,3444.709331,4742.428597,25327.62007,11955.84,28272.93794,8284.574881,5845.927966,1309.005794,3281.431878,42.86969431,9155.42434,1028.317374,15141.03473,2020.51924,17649.14006,1196.935089,22000.54326,1460.358214,12748.11548,6154.610592,7203.620455,358.4635226,3303.523154,29.89005211,10147.94903,634.0941938,12629.24957,1791.705096,17910.49631,4478.032285,34692.50976,9622.191181,34839.01674,7987.834948,7080.09501,585.3855525
40,8730.580805,1844.554832,14339.98405,6870.888431,22569.02859,10215.17028,19427.49735,7180.713454,20309.11307,3397.322731,7679.747339,4078.715012,3280.866196,123.5711952,13625.50241,1884.521131,15013.46272,5146.80345,26570.11679,13703.03487,24379.50512,15600.85774,23002.05399,18777.02316,7137.421477,3318.835587,3082.225764,31.08815524,10105.19895,775.3639453,14207.34957,3588.390066,16029.58128,789.9230704,18799.92429,3164.489653,24854.52975,11884.826,18566.23914,9274.813412,3195.073956,143.4810349,7956.195764,1872.895688,16950.98603,9188.394956,3326.6653,4497.191458,24069.11473,9441.972284,28878.35971,9158.076657,5845.171412,1254.934708,3277.820899,45.9984399,9173.649999,1081.711917,15381.18735,2080.217706,18404.91496,777.5512767,22265.30638,1210.444759,10883.48062,2477.586846,7171.601595,364.7317637,3303.060725,37.28651509,9974.448207,431.1879119,13143.86041,1493.229641,18293.55505,4110.986193,35173.17145,9465.634348,34949.14557,7886.619374,7127.271512,565.0387714
40.333,8602.848301,1764.804166,14319.45704,6929.492187,22627.92711,10123.18383,20278.18129,6910.412025,20679.44583,3535.683865,7692.847823,4087.215246,3275.303473,130.0025427,13685.71367,1693.57777,15237.99405,5251.782392,27188.9878,14003.79262,24990.5549,15968.83818,23269.71942,18808.69975,7102.044722,3339.355009,3083.843524,30.09000105,10169.00818,717.9669883,14105.91414,3377.091794,16072.41231,768.8849636,18871.13456,3097.302561,25073.64395,12101.35555,18815.49893,9509.891786,3200.939559,149.5588108,8008.170414,1825.661357,16772.77367,9294.610159,3529.898276,4896.402118,26017.47035,11811.13036,29459.72348,9979.483248,5938.592346,1358.344069,3277.026984,47.17275299,9392.711762,884.7651018,15726.42468,2805.7815,17922.59362,785.9548702,22171.13196,1243.462475,10714.01566,2107.938769,7075.333971,435.7558929,3340.387891,32.13957422,10114.78176,511.7764969,13012.11374,1590.073939,18061.75668,4338.819435,34915.98627,9517.892555,35011.67954,7935.893393,7106.915937,623.8700777
40.667,8728.802751,1779.414195,14348.8255,6975.299726,23717.22799,11029.80708,20303.80155,7413.04773,20981.97655,3702.422456,7771.214183,4081.033861,3266.426434,151.7526516,13395.82342,1532.229392,15948.38623,5480.62948,27578.2796,13853.29789,24732.56277,15025.77566,23601.51065,18792.98225,7087.085828,3391.156512,3078.494193,38.98724236,10448.77567,638.8104211,14167.61176,3320.115187,16117.21082,783.0544529,18940.39234,3013.540291,25261.49914,12240.09085,18814.55912,9563.160513,3194.049161,125.4790735,7950.137136,1660.057703,17944.36223,10895.64145,3128.147106,4098.291312,24624.59617,8541.388189,29112.23411,9214.797581,6004.325705,1437.03385,3273.940741,46.97222558,9618.139005,908.4629491,15324.67332,2451.821811,17885.93672,846.6657408,21901.91163,1639.94301,11576.29172,3628.419617,7174.775392,348.8492556,3346.061901,37.5969114,10217.74466,749.8629626,13059.9468,1731.98471,18124.76161,4284.860213,34696.09046,9621.367667,34973.32453,7847.775792,7135.87266,601.3009862
41,8738.255517,1775.780639,14438.14019,7058.120156,22838.48985,9252.106339,20791.55639,7377.490749,21243.39654,3844.971956,7801.943998,4088.174521,3246.914022,152.8546848,13434.70367,1583.971032,15732.82817,4965.603313,27783.09075,13713.63958,24806.45417,14530.92616,24056.42203,18559.35348,7169.124102,3452.006553,3069.030695,39.20064478,10144.45584,740.9914556,14102.9625,3327.382082,16262.31225,842.3575793,19011.97989,2989.158549,25449.43345,12412.57413,19167.30966,9861.808427,3191.895552,147.4322436,8120.362135,1822.103118,17740.05363,10530.12902,3515.572017,4860.640637,25815.79136,10108.12857,29668.58017,10042.44632,6018.991451,1460.751185,3258.351587,47.72129002,9641.991753,1099.611968,15206.94029,1835.862959,18232.76554,860.2732679,22281.25026,1203.075953,11172.86356,2807.914067,7140.027879,369.0162982,3325.096342,30.10216288,10023.2417,446.3034435,13060.14551,1442.142474,18136.05998,4265.437066,35152.7452,9447.07712,35046.00338,7798.982741,7105.45784,669.0841342
41.333,8788.584618,1655.515271,14665.04235,7200.383905,22688.71108,9717.464949,20990.0497,7543.280004,21516.53458,4026.741388,7779.941474,3991.255038,3240.165265,181.879455,13631.4744,1715.925817,16088.26337,5120.687241,28176.49898,13850.75229,25303.83742,14849.92487,24420.57673,18428.25445,7065.191907,3436.369012,3074.996415,33.58127738,10253.39408,770.3541081,14181.21826,3334.393687,16288.52083,815.9635937,19161.41314,3015.944425,25542.62638,12479.22963,19389.14254,9949.793067,3183.585353,133.4889618,8296.247522,1987.605507,18656.36636,12347.59241,3460.396952,4744.758146,26525.92884,11216.71455,28497.5346,7949.213342,5985.83758,1375.773908,3254.135185,54.58458755,9860.499102,715.8014701,14960.3672,1677.167642,18468.06051,1011.666804,22240.56308,1271.145847,10812.99459,2114.873154,7138.544433,364.5328379,3299.904146,30.26431094,9956.417426,420.3053471,13214.1551,1460.182333,18432.6636,3943.10581,34904.41562,9587.570231,35077.09907,7805.902743,7120.658073,641.6123805
41.667,8875.377924,1648.229025,14886.00255,7351.930777,23941.11798,11152.62943,21152.11702,7894.806532,21748.20693,4169.936982,7859.0744,3994.286148,3234.496306,190.0316708,13471.11144,1615.992075,16360.17989,5008.487106,28458.82221,13995.92656,25976.7205,15456.28161,24595.82561,18359.25505,7174.530616,3511.123372,3064.94624,31.58688577,10244.69737,789.2388453,14217.47511,3280.60212,16335.55547,821.3126094,19268.67564,3012.593068,25716.46056,12632.38501,19266.45669,10045.36414,3178.104406,140.3836931,8362.629189,1816.563254,17538.42367,10126.49174,3402.406835,4630.057668,25951.38114,9327.865028,30226.66028,10791.20876,6066.209887,1364.560954,3252.106217,55.01496878,9640.69067,1054.056108,15293.89712,2077.167566,18193.10869,997.5764214,22289.14727,1197.909767,11509.21174,3349.104522,7148.933067,358.131352,3323.01815,95.55352505,10184.08683,670.8102203,12850.32746,1878.660258,18747.41951,3609.449916,34869.06901,9587.073248,35138.77817,7769.504985,7137.940114,642.1401298
42,8818.918459,1752.610629,14949.78469,7358.780473,22854.40926,9409.524642,21548.9774,7625.70081,21997.59368,4377.720064,7896.885309,3959.467984,3219.291254,196.3203224,13673.67817,1670.561351,16402.99089,4703.823586,29051.93283,14299.21616,26282.04132,15449.61158,24891.82733,18186.10381,7155.163665,3519.691733,3070.386883,36.98767956,10324.41107,726.6702184,14397.72973,3346.571833,16462.6226,863.8454262,19351.87034,3006.278636,25883.37426,12773.69719,19499.2999,10116.23362,3187.977532,119.3277811,8186.919863,1659.196272,16770.71707,8674.696676,3742.879794,5298.421143,26382.27156,9029.005434,28418.32021,7580.126668,6108.043887,1309.742873,3228.421032,55.97071331,9633.404684,716.7401844,15559.86892,2393.068994,18145.41555,948.6199095,21925.30189,1659.443986,11412.10131,3117.499861,7135.039733,349.7400016,3277.086694,56.30774901,10018.05106,460.8257727,13303.37558,1562.436379,18540.79785,3746.622509,35392.2966,9455.788179,35136.56995,7768.607664,7160.87485,686.337723
42.333,8866.481973,1706.895621,14902.77961,7248.62033,24297.64754,10821.28203,21706.29749,7816.753856,22267.48639,4627.995115,7913.488705,3966.441522,3200.398724,192.3757683,13965.05497,1723.249195,16499.25186,4702.752321,29389.17321,14318.04619,26140.57368,14795.81083,25345.43,17936.50653,7256.451036,3658.1801,3057.321852,38.12739307,10089.39728,852.2560984,14407.4877,3376.128719,16458.05694,938.6517261,19465.95795,3045.877224,26022.81585,12905.39112,19782.28851,10331.29932,3180.248512,108.6707193,8187.488914,1733.678162,17074.72779,9455.48007,3788.988289,5390.334643,27366.07152,10333.75971,29935.2021,10080.83835,6136.95671,1261.609783,3239.608069,42.42132599,9544.468291,938.8611631,15473.15805,2393.890393,18146.22208,852.9569268,22067.96999,1535.64973,11807.99951,3809.803548,7086.941237,371.9570757,3277.034252,50.40661809,10244.34847,546.7829984,13017.86642,1569.725481,18211.57122,4151.83496,35316.96474,9512.382825,35197.57864,7739.42484,7125.989321,690.9268381
42.667,8942.113398,1657.206599,15024.05351,7562.13407,24213.40835,10242.37916,22010.12596,8046.549924,22482.81153,4795.509433,7951.967088,3928.412077,3206.214983,201.6706056,13875.43206,1549.238402,16827.69954,4719.78758,29408.62508,14009.70132,26255.88782,14559.56978,25684.80908,17752.80858,7212.338128,3701.810962,3063.494524,40.80914882,10256.48756,670.8385356,14286.14234,3352.909503,16472.00607,969.5969295,19578.48954,2982.949097,26194.34127,13038.47155,19798.92298,10378.41661,3165.349931,102.3397512,8097.057406,1615.042883,18197.95964,11081.44081,3674.673207,5163.891156,26052.82281,7843.484578,28397.53028,7301.182193,6164.182606,1110.685522,3236.077778,38.23249391,9827.198367,862.1459924,15754.85367,2639.069692,18611.94212,957.0600256,22350.6243,1239.754877,10922.69302,2101.68847,7127.445662,380.2909196,3283.499995,18.77911072,10038.72214,497.0683921,13143.27225,1601.172335,18372.29407,3969.601374,35073.41323,9508.867814,35269.4959,7792.629316,7192.837324,718.8452694
43,8973.066409,1602.248944,15303.47777,7788.56451,23525.25881,9666.664467,22668.7243,7825.300525,22686.68903,4936.764137,8017.605728,3847.202575,3195.276067,202.0850785,13739.95633,1552.851651,16774.14828,4327.8802,29666.34218,14155.83328,26752.1796,14939.04901,25941.50481,17716.54155,7207.296004,3710.159112,3068.547773,29.83227468,10437.28954,697.4869601,14557.27522,3375.507979,16560.40727,959.6596724,19636.8963,2902.18662,26315.34883,13099.91935,19763.83895,10378.84342,3168.315106,107.0450554,8300.393218,1649.864849,18456.90591,11650.46743,3520.97141,4847.113526,26727.90127,8616.118377,30345.96897,10594.95337,6119.653063,954.7345921,3226.508069,37.4870001,9746.445488,1065.200762,15614.17157,2482.055291,18476.53043,782.2831662,22099.55045,1627.824784,12632.79731,5310.732851,7110.892766,351.6530358,3294.039777,41.74738394,10229.89951,592.7324955,13263.03433,1432.354035,18314.33558,4125.916441,35496.22527,9464.330555,35258.12283,7802.623765,7181.812652,691.1592122
43.333,8997.151869,1625.711759,15470.88689,7601.933615,24792.76393,11215.71377,22821.14836,8349.271695,22804.12464,5039.30299,8025.958834,3916.658653,3197.533722,178.2436621,13526.41271,1697.301919,17021.06663,4430.098731,30048.87023,14450.63499,27374.74554,15467.97061,26214.76549,17656.01591,7242.994672,3764.84243,3046.705565,27.83045136,10157.69363,746.636556,14528.12147,3421.828985,16640.86922,967.5750937,19673.53955,2801.94957,26469.90626,13251.05406,19996.68784,10559.05463,3156.711867,104.5886425,8201.445435,1588.927899,18077.36626,11402.05895,3675.627728,5156.015734,27833.15937,9708.123074,28407.24909,7140.84532,6124.950518,939.1294483,3225.43082,20.02361927,9755.605997,812.3841824,15223.05548,1825.351757,18485.56869,682.1893166,22369.09604,1331.992705,12213.28048,4437.148024,7142.423328,295.4730218,3314.055567,59.16858105,10222.83953,535.2233542,13559.64051,1213.223711,18724.14204,3836.536227,35476.61849,9447.715615,35307.54548,7833.779594,7202.748468,659.9420664
43.667,8933.224649,1633.76507,15358.7942,7895.480948,23604.67156,9338.156011,22872.31279,8669.396288,22904.35265,5083.979211,8107.221328,3794.653778,3196.183233,189.1707009,13676.50555,1680.217243,17110.46464,4441.941299,30631.38323,14751.22048,27932.0087,15943.76277,26537.22951,17493.17158,7244.901325,3773.508234,3051.714707,25.9249327,10299.8075,740.4139843,14491.38616,3249.445343,16693.4702,972.5232721,19730.6485,2692.384861,26568.2961,13324.62664,20028.73795,10521.15505,3155.964068,86.50762421,8215.069235,1464.411013,16825.59956,8705.758342,3799.229574,5409.566218,28015.66542,9287.878039,30321.18082,10399.09689,6130.354767,949.5200886,3216.35172,30.79489872,9567.185819,957.0780165,15291.27937,1788.19759,18699.74864,1022.495253,22524.00472,1269.46409,12062.46553,4092.652454,7225.043366,280.3926211,3269.740186,6.367237561,10012.26612,474.4856329,12962.91294,1825.095597,19050.33892,3620.896457,35056.48759,9503.14909,35342.86471,7797.506083,7211.279707,695.7837979
44,8977.400303,1591.07733,15558.46577,8070.119728,24175.52635,10250.439,23265.74755,8531.158192,22946.5683,5070.86486,8171.084415,3786.115844,3197.567105,195.5728174,13635.81391,1828.706598,17351.04273,4406.155467,30935.23691,14832.70222,28222.80042,16010.58916,26903.02932,17278.46899,7261.121501,3792.464539,3043.02986,14.70198407,10452.04136,793.7910128,14895.15562,3615.89157,16796.39834,889.4673414,19794.84745,2643.42921,26526.23881,13250.81498,19930.36033,10532.37948,3147.173695,89.2726058,8247.258329,1437.474761,16656.04835,8753.722583,3699.356267,5198.886643,26847.10618,7237.933887,28542.78729,7280.197086,6135.881391,902.1727545,3194.187302,39.57122839,9806.107783,921.7704449,15579.68264,2359.024897,18418.07703,823.8025873,22185.33263,1630.174677,12507.81464,4929.412962,7124.340776,263.1513821,3265.022909,41.71804903,10318.81414,609.318729,13237.72147,1672.182009,18746.94534,3875.886119,35164.28409,9406.383375,35395.17533,7879.60619,7196.771601,700.004472
44.333,9082.020193,1695.49115,15817.38464,8116.334907,24339.65332,10623.0364,23383.39178,8480.561088,23039.90086,5130.705561,8159.690466,3781.547192,3187.645746,198.4627821,13719.61534,1777.728758,17382.47362,4169.319692,30993.45325,14549.306,28063.85868,15490.75077,27268.52351,17056.70459,7253.083477,3782.035471,3045.663389,12.27496309,10217.5311,639.4001116,14528.24261,3413.541019,16821.03651,873.6845,19903.21119,2662.196616,26639.42576,13294.41013,20203.36361,10604.53439,3132.738149,71.73738416,8243.478721,1528.078879,17527.28064,10521.48982,3398.554896,4596.778367,26904.1271,7427.874333,31038.51213,11525.84989,6261.015187,1061.683345,3198.713624,36.32160873,9930.9078,1160.09486,15824.57441,2681.271469,18916.30442,1273.967506,22363.84788,1440.709973,11173.52058,2332.291379,7180.569805,228.5812929,3296.054875,60.52773776,10097.56947,416.6319838,13342.3989,1385.882237,18708.964,3874.19969,35188.86486,9424.868696,35390.14366,7821.632809,7194.079295,717.4765849
44.667,9034.402806,1641.957725,15710.96569,8077.908516,23773.4704,9748.126197,23401.13499,9020.432174,23122.64439,5141.775711,8227.809124,3672.213189,3193.059278,188.2379795,13983.17757,1651.744345,17425.14854,4071.297274,31081.80841,14449.93611,27833.21404,14791.21965,27605.96399,16775.50113,7270.837163,3806.012551,3051.398742,23.13404061,10174.12223,681.436234,14589.34117,3326.49604,16884.60109,915.2160194,19984.52186,2627.84201,26712.28459,13327.1041,19952.41672,10559.85899,3126.621758,72.3911812,8535.126079,1533.465446,17872.14943,10349.10484,3578.300477,4956.889191,27997.7111,8625.201469,28566.67561,7195.806248,6362.338655,1045.120023,3195.047884,33.00230472,9831.742371,751.6683683,15664.15502,2419.581893,18472.2096,1027.357393,22425.3875,1391.914335,11219.29754,2367.866924,7154.207631,264.662296,3271.941483,48.64911128,10093.0315,500.2007684,13104.06119,1978.150227,18801.71178,3710.56002,34964.62318,9482.085374,35393.83526,7829.999295,7213.627903,707.9797827
45,9253.849661,1540.13623,15936.33964,7915.061561,24755.22783,10880.53014,23964.43597,8719.990688,23194.56347,5186.85969,8268.699355,3672.777179,3188.058781,198.3482363,13592.70018,1894.482746,17540.54591,4195.270764,31258.36015,14604.82561,27957.58411,14711.56821,27883.34459,16539.63121,7286.057362,3825.961574,3032.259539,18.65130478,10429.25407,805.6364304,14618.79588,3367.578907,16928.73708,959.0527372,20114.5472,2689.512041,26776.00586,13338.91963,20265.43126,10665.81588,3132.125633,64.71963443,8603.710728,1568.221137,17784.64202,11177.30332,3594.761398,4973.911392,28784.66887,9215.094147,30708.88582,10828.20142,6372.581523,991.5718457,3194.776058,42.26201292,9631.999803,1043.700986,15558.57121,2089.849046,18583.37835,939.4749262,22203.35957,1548.226689,11641.35537,3127.331938,7098.90309,326.6721221,3257.596396,29.61912005,10293.34436,609.1400558,13447.02597,1281.437131,18163.47777,4326.550146,35354.00524,9390.82002,35441.24447,7806.160672,7266.122037,738.2521111
45.333,9069.057146,1660.126018,15852.86582,8166.278024,23716.35848,9854.222364,23999.02902,9532.453227,23207.94162,5111.832195,8339.70546,3668.467056,3195.073578,187.0423391,13891.24376,1758.821633,17787.05455,4202.322573,31810.3854,14986.20521,28586.07179,15352.398,28146.99125,16446.06873,7334.416305,3888.751478,3042.264693,22.61508799,10452.48074,647.7355138,14593.78262,3381.146274,17011.1461,861.178139,20203.88174,2727.084358,26853.34776,13391.84411,20109.21627,10562.56372,3125.691521,63.88256003,8310.412399,1431.996936,17107.91754,9270.15175,3336.66364,4458.009424,29083.81198,9445.114833,28874.14439,7495.319345,6316.727596,746.7503193,3192.038492,17.04427908,9862.125064,958.7246341,15366.2913,1987.473996,18867.05449,1001.025331,22370.11744,1386.940769,10867.07513,1674.266907,7091.280203,351.0268041,3260.294245,14.33959511,10118.81503,444.7576533,13412.98396,1301.318543,18535.03399,3862.667917,35609.92699,9353.691701,35418.60669,7787.991245,7255.348066,836.9042401
45.667,9187.385609,1590.168182,16077.17844,8427.906806,24673.61657,10603.80392,24670.23048,9670.949651,23307.22948,5141.00727,8397.650216,3636.341398,3188.8789,193.3599812,14216.47308,1834.086196,18009.0551,4113.91351,32284.28114,15226.42623,29043.5604,15766.21432,28331.93125,16331.33969,7313.951342,3842.373007,3027.898553,20.05846576,10239.27502,662.6610612,14921.13499,3526.232878,17015.89577,919.4567279,20261.67629,2664.453222,26974.18798,13447.39294,20142.96894,10588.43007,3130.735301,59.79257597,8408.935751,1340.331548,17350.19367,9317.82726,3471.979312,4731.087483,28793.41649,8865.296479,30690.58925,10588.4761,6400.789344,679.3055968,3179.258862,21.9080223,9905.62855,1276.473668,15465.26362,2015.792143,18448.5177,611.525121,22450.85477,1350.433343,11795.06246,3329.987684,7097.631971,387.7047941,3243.632276,29.28674201,10162.40513,475.6111501,12977.22819,1838.854393,18370.40888,4036.762412,34767.09042,9568.417493,35448.1225,7773.288427,7311.911992,874.9898509
