hours,mean_0 aSf 10 PrLDm,sd_0 aSf 10 PrLDm,mean_0 aSf 15 PrLDm,sd_0 aSf 15 PrLDm,mean_0 aSf 20 PrLDm,sd_0 aSf 20 PrLDm,mean_0 aSf 25 PrLDm,sd_0 aSf 25 PrLDm,mean_0 aSf 30 PrLDm,sd_0 aSf 30 PrLDm,mean_0 aSf 5 PrLDm,sd_0 aSf 5 PrLDm,mean_0.1 aSf 0 PrLDm,sd_0.1 aSf 0 PrLDm,mean_0.1 aSf 10 PrLDm,sd_0.1 aSf 10 PrLDm,mean_0.1 aSf 15 PrLDm,sd_0.1 aSf 15 PrLDm,mean_0.1 aSf 20 PrLDm,sd_0.1 aSf 20 PrLDm,mean_0.1 aSf 25 PrLDm,sd_0.1 aSf 25 PrLDm,mean_0.1 aSf 30 PrLDm,sd_0.1 aSf 30 PrLDm,mean_0.1 aSf 5 PrLDm,sd_0.1 aSf 5 PrLDm,mean_0.5 aSf 0 PrLDm,sd_0.5 aSf 0 PrLDm,mean_0.5 aSf 10 PrLDm,sd_0.5 aSf 10 PrLDm,mean_0.5 aSf 15 PrLDm,sd_0.5 aSf 15 PrLDm,mean_0.5 aSf 20 PrLDm,sd_0.5 aSf 20 PrLDm,mean_0.5 aSf 25 PrLDm,sd_0.5 aSf 25 PrLDm,mean_0.5 aSf 30 PrLDm,sd_0.5 aSf 30 PrLDm,mean_0.5 aSf 5 PrLDm,sd_0.5 aSf 5 PrLDm,mean_01 aSf 0 PrLDm,sd_01 aSf 0 PrLDm,mean_01 aSf 10 PrLDm,sd_01 aSf 10 PrLDm,mean_01 aSf 15 PrLDm,sd_01 aSf 15 PrLDm,mean_01 aSf 20 PrLDm,sd_01 aSf 20 PrLDm,mean_01 aSf 25 PrLDm,sd_01 aSf 25 PrLDm,mean_01 aSf 30 PrLDm,sd_01 aSf 30 PrLDm,mean_01 aSf 5 PrLDm,sd_01 aSf 5 PrLDm,mean_2 aSf 0 PrLDm,sd_2 aSf 0 PrLDm,mean_2 aSf 10 PrLDm,sd_2 aSf 10 PrLDm,mean_2 aSf 15 PrLDm,sd_2 aSf 15 PrLDm,mean_2 aSf 20 PrLDm,sd_2 aSf 20 PrLDm,mean_2 aSf 25 PrLDm,sd_2 aSf 25 PrLDm,mean_2 aSf 30 PrLDm,sd_2 aSf 30 PrLDm,mean_2 aSf 5 PrLDm,sd_2 aSf 5 PrLDm,mean_4 aSf 0 PrLDm,sd_4 aSf 0 PrLDm,mean_4 aSf 10 PrLDm,sd_4 aSf 10 PrLDm,mean_4 aSf 15 PrLDm,sd_4 aSf 15 PrLDm,mean_4 aSf 20 PrLDm,sd_4 aSf 20 PrLDm,mean_4 aSf 25 PrLDm,sd_4 aSf 25 PrLDm,mean_4 aSf 30 PrLDm,sd_4 aSf 30 PrLDm,mean_4 aSf 5 PrLDm,sd_4 aSf 5 PrLDm
26.333,5415.915978,1606.417435,6298.510586,2983.612901,12592.0948,13962.52949,6908.805583,3738.282859,7835.812403,6058.845602,4349.649096,1054.723102,3074.545774,46.24656991,5901.552491,1726.386731,6628.775475,4844.591732,5730.360545,2640.419275,5164.205512,1198.19992,8683.945899,8341.7443,3507.527497,506.8038491,3076.561359,7.315336811,6638.756442,2197.228814,8910.74416,3872.881568,9185.382132,2275.785194,9070.242124,1467.502451,8580.134128,3145.092257,5609.363955,1300.222153,3152.414412,34.44382707,6805.554025,2921.384899,14057.77861,10706.6241,2533.44378,3729.585408,17325.45949,13061.68069,19143.99288,7795.94217,4724.069559,1117.811917,3177.450397,26.93889029,6144.815475,2894.178504,9475.562452,4592.121848,11651.08675,5744.357282,14996.3792,7738.434034,8657.843328,6148.334102,5372.226967,1791.560976,3292.294301,40.577895,9349.267705,505.8646257,11344.17992,2117.439473,15817.45689,4119.401455,28190.6113,4208.924219,28648.07808,10419.62349,5909.779679,659.6842344
26.667,5610.994914,1766.515704,6497.962281,3042.58819,13457.25876,15203.16767,6994.985029,3639.12011,8011.66197,6118.728865,4466.094015,1130.003042,3089.626936,43.76289276,6190.867772,1951.290906,7407.155933,6054.525639,5994.946946,2872.307926,5294.698247,1291.5203,8947.796921,8723.984769,3535.085874,503.0056268,3082.754143,9.222209611,6677.374735,2230.714521,9243.53707,4210.994352,9504.847312,2171.024386,9298.64836,1650.7641,8949.697923,3410.738896,5825.246233,1380.881159,3148.566061,27.40058775,6860.269223,2931.47454,13373.17777,9119.837066,2736.702412,4100.028078,18133.90351,14144.9297,18749.17708,6798.19734,4762.439285,1132.815747,3183.97381,36.47782719,6266.303985,2853.571553,9389.269893,4447.104524,11610.57616,5773.677973,14884.97458,7570.228353,9251.350233,6846.821148,5440.480325,1773.722547,3278.029188,40.09070936,9234.578673,422.3180306,11312.31215,1871.693407,15451.01549,4748.447561,29211.43548,4968.054392,29017.88246,10283.88835,5919.602885,628.1610559
27,5724.679326,1760.001453,6686.200547,3063.249281,12837.7808,13931.57495,7437.905914,3965.84105,8102.090805,6230.891732,4568.236595,1213.044849,3109.279531,79.88587888,6422.955525,2121.305356,7445.2537,6020.276298,6257.523301,3147.493271,5604.626301,1487.113459,9243.814493,9146.036797,3567.633391,538.3018113,3077.380815,9.200398241,6835.005797,2183.336236,9225.424358,4059.088163,9611.859019,2428.114424,9799.286786,1609.608347,9128.863199,3412.327796,6021.359352,1483.756318,3150.669894,28.79976054,6853.676291,2882.033157,14640.13432,11436.61161,2612.89022,3824.021881,19231.77212,15667.2699,18937.63691,6599.261426,4828.926516,1161.361284,3200.396693,23.61605857,6301.964079,2852.045192,9376.385806,4424.058952,11915.86203,5701.250659,15339.44179,7497.660837,8421.709888,5105.239766,5486.541207,1697.224842,3297.852408,46.35821016,9444.133465,537.7666067,11071.65776,2107.217504,15975.39564,4219.796285,29347.16208,5042.683111,29335.16504,10132.7282,6020.305904,555.149999
27.333,5886.911744,1860.447757,6908.291994,3141.883337,12825.83472,13627.15717,7518.652798,3641.94084,8272.857458,6304.964091,4695.667924,1340.665543,3120.515272,92.5663391,6640.558143,2209.81331,7054.490585,5193.320541,6535.047825,3427.455752,5674.697581,1522.882462,9508.442991,9524.195894,3589.089347,529.9131838,3090.425963,12.07053792,6952.713804,2144.361218,9491.745559,4307.407319,9891.973663,2431.840183,9963.511223,1731.141772,9246.876642,3340.2069,6245.993932,1508.278963,3160.25064,30.42890309,6940.65161,2937.333264,13359.5578,9054.363656,2626.946309,3816.454208,18593.22273,14605.05209,20325.54701,7917.19304,4854.265652,1199.513345,3211.049339,25.88490554,6377.563677,2836.004685,9693.015055,4573.039586,12180.61958,5565.768934,15825.02958,7582.871626,7785.642713,3882.307211,5610.093675,1661.236581,3301.14985,14.25038821,9535.345038,497.3257099,11550.59332,1965.447393,15723.83845,4692.53709,29781.8822,5441.017516,29652.02542,9984.166055,5992.147218,553.9741275
27.667,5980.716728,1883.128848,7104.487053,3182.851143,13344.24158,14085.07699,7699.942562,4103.593726,8489.192266,6363.522748,4816.021908,1425.118701,3137.585259,92.06796777,6737.537883,2169.825226,7457.925773,5721.124196,6844.884126,3689.432228,5883.416625,1614.879544,9765.363686,9868.931308,3635.443887,559.6300276,3091.44836,2.197654729,6941.267272,2179.086284,9660.799378,4353.001013,10068.85115,2518.466533,10368.75933,1572.997858,9521.488657,3411.148358,6431.882046,1608.863808,3156.252053,25.50577484,6947.201657,2950.339226,14955.30009,11265.29532,2715.092012,3970.603475,18677.11287,14544.4947,19929.97514,6933.799515,4997.137331,1350.24918,3215.742989,29.18486015,6341.5241,2814.566737,9874.180935,4684.611773,12081.13795,5593.73775,15705.38466,7287.870825,8801.431193,5307.781555,5694.773673,1606.802132,3302.160856,22.42292924,9284.331279,420.9916365,11413.6169,1981.504808,15964.59609,4617.499098,30653.70671,5941.296486,29914.1804,9867.288559,6147.47869,491.753861
28,6324.126801,2170.694218,7303.711245,3202.943168,14026.89405,15008.79101,7723.878052,3764.24699,8585.102303,6462.036989,4952.240782,1557.814232,3140.180305,92.26107992,6814.810798,2037.696535,8113.572884,6707.636837,7202.75117,4003.136692,6060.54888,1720.226373,9990.700169,10168.06841,3670.800281,570.5328499,3072.685227,11.79583531,7188.273044,2039.25717,9790.977202,4461.658237,10298.86216,2474.754707,10664.61103,1843.243176,9816.753948,3544.275786,6667.591159,1673.495103,3166.268552,38.09265275,6901.664735,2874.987319,14439.71113,10670.94534,2971.12032,4478.647363,20053.27838,16534.48485,20752.57544,7564.452689,5092.909241,1417.517933,3214.955688,14.4635732,6436.906716,2748.920907,9808.370431,4537.732946,12414.18778,5481.597341,15955.45175,7308.599501,9632.32501,6639.560089,5716.849129,1552.66422,3288.605621,26.04071453,9536.88787,616.4591411,11443.40256,2023.55497,16080.08845,4577.192491,31586.20937,6703.848381,30177.67217,9736.829611,6078.562842,454.2386697
28.333,6281.022947,2024.757827,7541.782732,3284.374907,14210.32087,15034.30141,8079.006844,3976.223912,8773.5023,6552.018235,5079.703041,1680.054039,3155.471074,115.8673599,6962.146717,2078.613076,8035.945851,6391.530105,7582.024328,4337.941473,6397.297639,1897.900992,10224.21695,10465.83882,3727.270462,583.9709533,3078.866126,23.47802031,7127.076148,2122.060616,9850.673602,4442.082687,10686.38491,2260.615431,11149.07361,1742.234901,10170.66788,3716.624188,6877.368128,1754.904725,3168.56378,31.70677295,6968.280354,2893.619366,14276.37459,10087.39978,2773.325759,4078.552997,19428.04956,15427.62238,22285.58301,9389.316279,5145.066758,1489.013801,3218.984921,20.69676056,6614.049719,2660.202626,9944.215862,4604.963581,12688.92285,5559.837167,16683.50978,6974.273429,9099.913474,5286.257062,5849.276621,1506.959334,3319.170025,34.3272286,9597.73255,516.7873216,11743.71311,1969.246892,16111.25116,4612.542403,31373.89723,6568.124362,30467.63025,9605.932289,6196.006877,385.29032
28.667,6425.872169,2103.680437,7796.40078,3384.359559,13758.85758,13767.45039,8208.463689,3908.101134,8975.160904,6639.295347,5224.980247,1841.267001,3156.820234,131.6396361,7394.619698,2380.569435,7717.437902,5658.110415,7983.133008,4640.618321,6496.784061,1902.08087,10437.65209,10718.60061,3753.702379,608.4197219,3097.659655,8.126893771,7299.110514,2112.763641,10028.26177,4549.634963,10912.9584,2379.341865,11315.12479,1813.786548,10469.69228,3836.171864,7152.732335,1815.997158,3170.886536,53.74823583,6825.480099,2764.405154,15458.42107,12056.03171,2857.624996,4197.487011,18685.79414,14167.89116,20995.81439,6979.246792,5212.810604,1501.064606,3222.893254,3.126962045,6697.602648,2623.49039,10251.79255,4775.457735,12625.7709,5382.621994,16775.88905,7147.374537,8175.611386,3585.992518,5914.90439,1459.307607,3313.156085,37.05375645,9425.560136,350.9536511,11620.40848,1831.739082,16287.9214,4362.80426,31243.50723,6774.682573,30726.14695,9481.63772,6226.71172,392.3077498
29,6618.275365,2202.387562,7967.553058,3418.455972,14110.36736,13967.53613,8438.799486,3879.083082,9211.326713,6766.007656,5369.632949,1990.26908,3165.480682,142.4663658,7821.549186,2852.427706,8410.073081,6616.614379,8360.897881,4936.249313,6814.9419,2079.631203,10689.18909,11024.70119,3815.572999,666.810413,3091.959621,13.86934943,7371.604252,2019.419297,10098.80407,4550.530995,11065.91456,2580.096501,11733.26949,1700.236915,10778.57104,3972.175954,7346.337298,1871.083563,3168.142018,48.36202259,6764.840645,2713.896632,14778.90527,10399.36883,3345.701646,5144.658325,20352.79751,16552.01986,23006.77473,9562.067057,5223.620907,1499.56827,3220.281349,16.28107183,6727.085711,2608.773029,10444.19362,4923.774433,12945.87062,5231.800125,16587.08379,6821.881089,9001.832558,4764.957718,6012.149395,1431.494829,3314.469267,21.996411,9593.586274,521.4782644,11508.8772,2070.833226,16536.09623,4113.636223,31739.05913,6934.091287,30948.59882,9375.158347,6303.806083,282.0923511
29.333,6855.674293,2335.252209,8251.523378,3589.714766,14774.14108,14800.05638,8690.174428,3826.67453,9406.302384,6916.983782,5529.678347,2158.524505,3155.71972,120.1933571,8142.607536,3098.352985,8661.889994,6866.177599,8751.74552,5268.626393,6999.72199,2163.256398,10889.76638,11249.38619,3875.485567,687.6259288,3083.872194,13.5944763,7560.179348,1956.59048,10309.14132,4656.511686,11306.22786,2527.439859,11947.95546,1889.936991,11130.00387,4052.271447,7608.8785,1960.299018,3160.462907,58.87412894,6873.514247,2771.890895,15403.58414,11564.76827,2977.312515,4380.550643,20131.07255,16006.61015,22016.20643,7577.955145,5272.957266,1571.840474,3221.73955,8.788926302,6900.837261,2530.55652,10446.33308,4744.134778,13255.59778,5120.45952,16897.63634,6459.591253,10069.60278,6418.405756,6094.482827,1338.711343,3287.145054,27.26315378,9692.667903,579.5764999,11954.21799,1823.205321,16489.28428,4209.503619,31965.09553,7261.82255,31212.69757,9272.505573,6297.158034,293.6242972
29.667,6872.993772,2312.83862,8501.748592,3715.23532,15177.60734,14894.78788,8791.30801,3545.875576,9664.356371,7023.889747,5685.98847,2339.524804,3162.840083,124.8811996,8425.844527,3193.312735,8671.124633,6598.276359,9201.29082,5645.952395,7350.571566,2363.287238,11101.81987,11471.93927,3921.860286,726.8512317,3092.783064,2.14593607,7496.470835,2014.570562,10479.0027,4705.294049,11516.61887,2315.179366,12381.26802,1849.961948,11454.9747,4180.52642,7914.459046,2143.880143,3166.962954,39.7252675,7046.468318,2866.625987,16025.22759,12127.51998,2968.820949,4334.122158,18978.71426,14068.5658,24025.46011,10290.79233,5315.861838,1605.535686,3220.818651,8.174532545,6835.23923,2598.783671,10538.8272,4772.286426,13475.53981,4990.944155,17116.22523,6214.626255,9495.985853,5040.898553,6237.802807,1207.121523,3301.490116,35.07536605,9412.607836,417.1325531,11521.93664,2123.406807,17035.06282,3683.78343,32128.56088,7528.567913,31448.53202,9174.439834,6389.575565,202.1978996
30,6885.103813,2310.37158,8731.495492,3841.191819,15462.89766,14864.67963,9181.019093,3746.477483,9891.678621,7147.55562,5819.003969,2518.65741,3157.60906,142.4257555,8591.690629,3210.416493,8463.447887,6026.497922,9632.473569,5975.136955,7586.385258,2449.055327,11301.80964,11648.21569,3967.559437,766.9076089,3086.258777,12.00111435,7671.339895,1987.908571,10601.89139,4787.484009,11883.20504,2024.262121,12634.37477,2023.529476,11810.67728,4245.84715,8165.672051,2138.431866,3169.753007,59.41853817,7198.010337,2965.142805,15433.57099,11276.18282,3016.680241,4402.591633,20409.00413,16103.88583,22857.77066,8030.945786,5343.330493,1538.642765,3225.293915,15.84508853,7009.186648,2537.374135,10680.28682,4757.865031,13566.6006,4679.644655,17569.22483,5892.66355,9107.123405,4173.803482,6301.989202,1186.419805,3293.117559,34.24945177,9663.687405,555.4751283,12079.65473,1746.109638,16417.02645,4382.900805,32291.87955,7824.239366,31658.21296,9086.708258,6381.887127,236.3205098
30.333,6905.421958,2295.889468,8973.724182,4012.532632,15065.43977,13762.51612,9322.826762,3265.10875,10144.14412,7330.155523,5971.793545,2675.829804,3151.94672,130.5303727,8988.665866,3431.301044,9343.041616,7250.222618,10204.76447,6374.729514,7875.255891,2599.943086,11501.38072,11835.8424,4023.978811,810.4019197,3098.339576,5.863555438,7853.993807,1718.68556,10671.42283,4749.751356,12140.95945,2048.949381,13023.23426,2027.842265,12179.82097,4355.21511,8447.98302,2284.401605,3163.030756,42.0348575,7124.985465,2859.272591,15828.29462,11564.7919,3081.567379,4506.437608,20922.37318,16806.24364,25056.0313,11112.85751,5280.671562,1497.885134,3216.926455,1.645711295,7030.029624,2488.415413,10845.66302,4795.320065,13622.69036,4784.716561,17917.13901,5570.950723,9845.624074,5323.779836,6412.532488,1079.184642,3305.612279,15.24092504,9747.339019,572.0203982,11896.32015,1873.32636,16526.48398,4286.672504,32930.03692,8074.889328,31850.15724,9026.575981,6459.636134,178.2318092
30.667,7025.025384,2378.155215,9259.326909,4193.465259,15014.69615,12923.91389,9741.83568,3582.72271,10360.04758,7441.653675,6099.208646,2834.424077,3149.718325,126.3133882,9183.84348,3438.286934,9586.00413,7321.826523,10613.70536,6620.882917,8117.134123,2692.107707,11754.86987,12106.20876,4142.595135,883.9088671,3084.404812,8.246413131,7943.132477,1778.224324,10930.74973,4942.527822,12193.15983,2432.237916,13327.31702,2162.02618,12549.96535,4420.587294,8726.571589,2355.324037,3164.317254,49.83182471,7178.341804,2866.01954,15614.18331,10807.55984,3166.134328,4649.869233,19379.10945,14094.35903,23883.97846,8804.9215,5298.697598,1554.757357,3206.054762,23.87304467,7072.195079,2453.661722,10967.18515,4712.545231,13867.69112,4516.489684,18073.28146,5379.45318,10735.77662,6819.637731,6528.169381,1007.51555,3285.033947,27.00681683,9601.244808,474.8653608,11888.74873,1972.458191,17012.14647,3880.501254,32891.6477,8266.717396,32072.99919,8905.615323,6454.256027,177.4190804
31,7210.939338,2400.22191,9494.93906,4362.907399,15705.0579,13550.72752,9801.063046,3063.491133,10661.23186,7483.574692,6214.456483,2979.23364,3152.512939,136.754822,9067.164279,2766.153284,9723.999887,7267.727798,11161.27073,7162.655939,8531.430066,2961.406323,11954.81498,12248.22464,4187.17186,912.6403327,3084.23318,4.138620664,7899.672485,1874.952046,10935.29334,4747.05245,12466.84468,2269.55543,13630.7984,2236.490551,12954.01586,4519.084182,9064.800311,2550.963971,3171.65877,32.34889946,7206.372029,2874.726901,16527.39616,12838.07283,3354.348818,5002.816039,20628.32229,15823.06276,24850.70781,10032.20733,5316.207448,1496.804232,3207.950926,14.16102685,7175.833205,2428.965164,11087.40004,4684.401807,14125.01651,4507.915291,18388.85256,4981.903281,10147.80134,5555.535543,6537.918949,964.0385003,3305.938979,29.49540523,9870.140323,650.6858171,12264.5748,1724.722403,16686.34384,4422.738705,32912.53686,8488.005461,32266.08719,8862.801184,6529.875674,130.3200535
31.333,7302.548921,2487.662691,9783.593586,4578.542251,16478.24307,14369.67919,10267.47762,3223.419207,10879.46766,7577.451285,6325.171733,3108.24882,3155.031408,122.6713173,9269.513477,2678.172464,9848.922036,7182.250953,11661.82499,7286.057934,8983.336545,3310.365825,12237.67943,12480.4563,4306.417439,1020.592138,3090.823059,8.045712498,8240.575596,1624.251174,11393.34153,5222.659492,12663.35562,2077.737003,13969.87889,2295.464443,13305.0959,4518.71173,9406.830941,2681.917304,3161.72101,52.23852352,6948.585609,2640.27781,15084.9364,9888.841583,3213.080278,4698.907258,21178.77819,16518.02156,25367.51299,10452.44178,5329.265141,1500.853713,3207.482804,18.57231222,7152.172907,2404.050761,11250.047,4583.541399,14528.81581,4318.223327,18622.66355,4642.547594,9908.041726,4818.194491,6577.599475,881.0347489,3318.417523,51.22686012,9566.235117,425.8075239,11663.21541,2124.611122,17177.38518,3954.689843,33507.42562,8684.456323,32430.09451,8777.055401,6579.786131,105.2391875
31.667,7419.513945,2430.391715,9970.214744,4752.506184,17023.62147,14670.80326,10367.59106,2880.397051,11136.07707,7632.152541,6429.411215,3247.169119,3153.705258,124.3316432,9136.211735,2013.170571,10021.96814,7179.732723,12263.96509,7829.562776,9208.193936,3379.403673,12461.35187,12676.46397,4421.242751,1111.699537,3076.593252,19.10269803,8202.690668,1644.971721,11249.82796,4853.665045,12932.30807,1704.137461,14219.83178,2450.571077,13753.91495,4624.967861,9714.564846,2838.976376,3175.687166,45.31817064,7295.785778,2861.462015,17125.85147,12835.67441,3001.844659,4248.976734,20005.9894,14333.74675,24556.52255,8735.558002,5333.79187,1538.516405,3203.435317,8.067843734,7365.287156,2322.707886,11391.49882,4556.517862,14401.89836,4207.535564,18815.89515,4356.431371,11105.46757,6754.556915,6653.253779,825.598219,3307.467393,35.39026691,9867.188058,580.8777343,12215.76334,1705.221934,17067.45681,4086.727136,33640.91333,8848.417923,32635.90004,8749.794139,6576.412042,140.5495364
32,7276.111788,2381.129479,10234.05844,4925.891451,16771.79354,13662.17081,10906.22665,3074.541708,11459.00847,7622.903282,6551.370443,3380.328635,3168.495879,123.9731883,9564.210881,2314.185895,10088.58811,6914.964478,12817.00169,8207.806245,9723.152383,3814.505079,12761.92464,12917.61452,4506.8272,1170.757314,3084.203014,18.65490412,8342.174189,1574.821373,11747.84899,5243.251801,12887.06226,2061.044789,14530.95083,2345.363018,14147.57459,4743.128867,10070.38041,3031.787697,3170.403722,38.09274828,7259.903153,2753.775291,15613.45034,10807.48783,3112.554925,4449.765696,20910.65112,15639.93043,26392.00305,11384.09825,5395.924427,1568.1461,3218.137169,13.14797544,7315.850835,2292.498461,11586.117,4404.040345,14684.7053,3970.626263,19053.23328,4160.070019,10892.93026,6019.882858,6716.54101,794.567552,3291.864872,27.04009589,9999.380343,712.9378157,12130.20191,1811.073677,17379.69871,3882.402733,33510.8415,9080.067182,32785.99338,8712.635055,6621.7382,220.0411055
32.333,7494.833193,2398.005653,10408.61148,5073.381645,16685.6395,12628.34585,10837.14431,2509.875783,11669.17894,7651.760413,6637.804807,3457.623684,3166.549112,139.0957879,9950.399233,2550.255546,10157.88156,6676.275793,13410.58345,8422.651564,10150.31641,4044.381937,13051.72077,13180.26663,4636.304237,1296.328622,3082.947611,3.978296873,8430.531744,1489.13826,11452.19748,4884.564149,13174.66007,2006.415551,14747.79796,2613.191771,14623.12328,4834.631087,10414.37921,3220.65877,3157.117997,65.5730936,7384.151619,2829.179687,17375.52442,13000.50688,2886.69508,3971.500906,21753.76307,16539.45629,25085.53914,8874.534318,5531.78232,1681.466094,3212.808995,13.16834718,7435.844299,2233.945951,11766.68899,4356.437038,15106.41236,3626.798208,19374.17164,3683.831145,11043.04443,6051.236852,6768.691423,719.7316531,3293.497062,38.22685601,9686.673394,393.7006627,12088.15551,1851.354965,16937.01103,4422.875833,33711.45881,9203.121351,32962.79378,8648.167067,6653.985539,163.7726832
32.667,7533.153374,2429.6612,10642.13201,5194.683005,16790.18678,12250.62357,11538.83851,2916.892322,11957.51004,7616.654993,6743.277481,3596.441154,3170.448597,125.0468267,10326.14725,2595.851831,10370.48728,6645.369001,13958.88364,8807.977388,11097.01491,5215.772598,13362.8633,13399.36817,4811.884241,1414.807696,3091.350089,10.81537917,8534.13166,1375.700918,11590.76638,4808.821396,13572.86931,1582.500391,15018.00511,2653.905382,15097.77818,5001.309342,10772.01097,3324.603565,3167.087321,54.46841952,7295.974651,2753.202991,15884.14341,10271.71978,3230.967422,4640.444365,20339.36255,14174.56541,26153.6273,10348.7201,5543.961557,1692.351741,3200.370635,16.42619657,7629.418197,2135.467811,12010.77544,4212.87789,15191.1218,3975.653894,19639.55752,3338.790487,11130.73433,6017.67904,6749.21374,760.3615795,3309.385282,25.80063423,9900.227314,610.2050636,12323.85434,1889.748867,17442.09567,3887.389537,34121.59278,9220.779449,33125.69495,8584.721153,6693.391595,249.5764369
33,7671.19237,2400.434963,10852.15335,5398.382808,16817.74991,11674.55576,11530.27367,2299.391805,12207.1473,7552.590708,6813.99754,3670.319174,3178.356392,139.9884473,10878.63264,3100.83386,10571.78552,6597.138455,14601.81946,9137.999628,11167.13525,4972.610746,13716.22093,13686.38899,4918.591555,1502.617109,3088.82443,11.91039085,8665.289642,1426.487803,11749.32269,4808.300658,13627.72596,1439.413235,15349.83989,2669.371564,15563.28021,5185.379095,11128.22236,3629.915255,3164.956185,49.37446462,7240.487651,2645.906162,17312.9384,12983.53536,3305.015067,4765.481332,21824.70282,16135.33052,27041.47838,11412.71982,5563.287036,1741.069595,3214.319841,18.33038881,7574.300838,2103.899673,12237.45721,4111.175778,15265.55956,3358.077553,19736.92981,3276.680118,12174.87329,7823.649834,6817.326197,649.7834059,3329.645287,54.81274627,9890.608798,542.0398635,12126.0176,1972.938121,17095.10327,4251.022547,33957.27054,9369.39977,33293.49674,8534.425665,6700.144572,249.8224564
