"Time","hours","1 aSf 10 PrLDm","1 aSf 15 PrLDm","1 aSf 20 PrLDm","1 aSf 30 PrLDm","2 aSf 10 PrLDm","2 aSf 15 PrLDm","2 aSf 20 PrLDm","2 aSf 30 PrLDm","4 aSf 10 PrLDm","4 aSf 15 PrLDm","4 aSf 20 PrLDm","4 aSf 30 PrLDm","0 aSf 10 PrLDm","0 aSf 15 PrLDm","0 aSf 20 PrLDm","0 aSf 30 PrLDm","1 aSf 0 PrLDm","2 aSf 0 PrLDm","4 aSf 0 PrLDm"
1899-12-31 02:40:06,2.66666666666667,3594,2633,3933,3970,5415,5371,5222,4864,7451,6738,6602,7339,2364,2590,2700,2872,4287,5667,8425
1899-12-31 02:50:06,2.83333333333333,3639,2638,3915,3965,5520,5434,5172,4836,7302,6650,6675,7499,2362,2597,2707,2869,4283,5666,8289
1899-12-31 03:00:06,3,3666,2641,3939,4035,5520,5379,5147,4927,7280,6575,6510,7616,2346,2587,2715,2881,4287,5697,8233
1899-12-31 03:10:06,3.16666666666667,3682,2650,3989,4060,5466,5342,5159,4901,7110,6475,6492,7761,2364,2589,2731,2885,4317,5732,8122
1899-12-31 03:20:06,3.33333333333333,3695,2693,3987,4034,5562,5325,5329,5074,7090,6448,6384,8102,2371,2608,2752,2886,4314,5694,8183
1899-12-31 03:30:06,3.5,3705,2718,4081,4155,5509,5436,5317,5200,6972,6405,6328,7617,2385,2592,2729,2903,4309,5676,8086
1899-12-31 03:40:06,3.66666666666667,3805,2734,4114,4153,5625,5395,5346,5243,6980,6300,6425,7884,2363,2614,2734,2920,4312,5718,7940
1899-12-31 03:50:06,3.83333333333333,3814,2792,4092,4168,5585,5438,5409,5275,6718,6298,6410,8132,2393,2613,2754,2916,4315,5630,7927
1899-12-31 04:00:06,4,3844,2859,4193,4268,5600,5537,5462,5435,6688,6339,6362,8301,2388,2598,2773,2929,4319,5630,7836
1899-12-31 04:10:06,4.16666666666667,3931,2917,4230,4289,5657,5548,5667,5628,6664,6297,6589,8319,2422,2609,2750,2906,4339,5639,7798
1899-12-31 04:20:06,4.33333333333333,3998,2995,4338,4336,5663,5677,5648,5693,6559,6144,6540,8410,2441,2614,2759,2910,4318,5615,7669
1899-12-31 04:30:06,4.5,4106,3076,4351,4438,5744,5761,5732,5978,6549,6198,6505,8518,2440,2625,2766,2932,4353,5628,7712
1899-12-31 04:40:06,4.66666666666667,4134,3178,4448,4495,5779,5856,5841,6140,6613,6148,6638,8923,2450,2629,2777,2938,4318,5651,7698
1899-12-31 04:50:06,4.83333333333333,4262,3290,4512,4535,5932,5879,6020,6386,6557,6190,6867,9317,2451,2639,2794,2928,4342,5625,7573
1899-12-31 05:00:06,5,4348,3405,4604,4635,5867,6032,6235,6511,6500,6252,7075,9643,2448,2632,2801,2949,4356,5580,7558
1899-12-31 05:10:06,5.16666666666667,4535,3537,4732,4790,5994,6191,6352,6618,6252,6242,7124,10001,2440,2623,2790,2949,4338,5569,7442
1899-12-31 05:20:06,5.33333333333333,4623,3686,4855,4825,5959,6261,6485,6720,6244,6164,7323,10252,2459,2624,2792,2955,4341,5524,7463
1899-12-31 05:30:06,5.5,4836,3847,4996,4923,6053,6421,6710,6951,6259,6239,7460,10263,2457,2623,2774,2955,4345,5550,7365
1899-12-31 05:40:06,5.66666666666667,4990,4023,5090,4939,6144,6559,6823,7135,6140,6270,7595,10608,2462,2635,2781,2952,4319,5506,7327
1899-12-31 05:50:06,5.83333333333333,5161,4208,5276,5148,6251,6669,7084,7376,6232,6423,7769,10931,2478,2631,2783,2978,4330,5506,7189
1899-12-31 06:00:06,6,5365,4407,5413,5253,6230,6835,7218,7591,6032,6468,7815,11309,2464,2631,2786,2997,4339,5418,7215
1899-12-31 06:10:06,6.16666666666667,5601,4603,5582,5373,6380,7097,7524,7838,6193,6469,8081,11703,2480,2620,2795,3044,4320,5473,7117
1899-12-31 06:20:06,6.33333333333333,5916,4845,5846,5497,6659,7266,7685,8008,6111,6453,8261,11924,2483,2620,2795,3115,4304,5474,7063
1899-12-31 06:30:06,6.5,6140,5139,5966,5652,6784,7515,7901,8148,6267,6547,8344,12531,2489,2635,2822,3227,4322,5410,7058
1899-12-31 06:40:06,6.66666666666667,6446,5432,6153,5793,6775,7757,8090,8602,6169,6567,8667,12878,2502,2645,2816,3361,4328,5447,7007
1899-12-31 06:50:06,6.83333333333333,6760,5795,6442,5956,7044,8023,8388,8725,6115,6755,8906,13392,2494,2639,2806,3532,4291,5388,7020
1899-12-31 07:00:06,7,7135,6121,6694,6175,7126,8211,8709,8883,6258,6861,9131,13437,2490,2659,2799,3735,4298,5405,6983
1899-12-31 07:10:06,7.16666666666667,7586,6548,6955,6290,7273,8501,8940,9145,6130,6905,9359,14273,2509,2629,2811,3814,4325,5378,6981
1899-12-31 07:20:06,7.33333333333333,7997,6942,7188,6481,7371,8746,9270,9539,6103,6956,9469,14630,2517,2632,2797,3959,4303,5373,6898
1899-12-31 07:30:06,7.5,8501,7491,7494,6746,7582,9104,9524,9846,6197,7110,9805,14938,2521,2653,2806,4325,4293,5347,6842
1899-12-31 07:40:06,7.66666666666667,9009,8098,7883,6964,7726,9370,9857,10120,6314,7299,10218,15461,2530,2652,2817,4351,4295,5339,6844
1899-12-31 07:50:06,7.83333333333333,9568,8657,8237,7243,8007,9723,10219,10415,6203,7374,10484,16214,2538,2642,2792,4953,4302,5321,6814
1899-12-31 08:00:06,8,10150,9397,8668,7492,8128,10101,10591,10748,6209,7506,10774,17339,2543,2647,2808,5317,4298,5305,6763
1899-12-31 08:10:06,8.16666666666667,10777,10157,9073,7810,8415,10479,11015,11072,6284,7600,11077,18419,2534,2651,2818,5510,4293,5333,6740
1899-12-31 08:20:06,8.33333333333333,11523,11020,9453,8031,8684,10802,11546,11455,6265,7738,11242,17595,2547,2632,2803,5375,4294,5287,6702
1899-12-31 08:30:06,8.5,12218,11996,9964,8552,8834,11278,11975,11897,6327,7889,11668,18918,2538,2650,2827,5798,4282,5268,6767
1899-12-31 08:40:06,8.66666666666667,12955,13031,10435,8922,9044,11641,12488,12351,6314,7952,11998,19886,2558,2675,2823,6634,4266,5273,6702
1899-12-31 08:50:06,8.83333333333333,13763,14231,11025,9300,9451,12222,12905,12859,6436,8062,12411,20228,2575,2671,2819,7159,4293,5276,6636
1899-12-31 09:00:06,9,14662,15507,11549,9809,9607,12637,13447,13520,6433,8258,12808,20746,2569,2682,2809,6049,4288,5255,6626
1899-12-31 09:10:06,9.16666666666667,15522,16904,12230,10331,9863,13118,14066,13840,6468,8404,13163,22317,2566,2664,2812,6228,4277,5234,6659
1899-12-31 09:20:06,9.33333333333333,16488,18367,13018,10952,10177,13589,14581,14721,6646,8600,13755,23617,2586,2652,2821,6418,4280,5246,6551
1899-12-31 09:30:06,9.5,17488,19870,13687,11499,10594,14060,15219,15187,6707,8806,14030,24359,2597,2687,2819,7171,4291,5207,6544
1899-12-31 09:40:06,9.66666666666667,18419,21281,14396,12248,10838,14660,15883,15798,6739,9033,14410,24030,2615,2660,2814,7659,4283,5240,6520
1899-12-31 09:50:06,9.83333333333333,19457,22738,15315,13034,11283,15075,16499,16536,6835,9273,15051,27371,2615,2690,2812,7433,4273,5184,6517
1899-12-31 10:00:06,10,20474,24338,16176,13736,11585,15673,17321,17246,6819,9389,15395,25328,2638,2679,2823,7880,4248,5176,6536
1899-12-31 10:10:06,10.1666666666667,21562,26086,17064,14566,11878,16198,17961,17906,7015,9621,15736,26930,2622,2681,2828,9161,4283,5174,6528
1899-12-31 10:20:06,10.3333333333333,22581,27591,18061,15452,12327,16809,18861,18826,6959,9912,16265,28982,2634,2687,2836,8714,4250,5170,6489
1899-12-31 10:30:06,10.5,23635,28813,19151,16426,12652,17473,19488,19826,7056,10083,16649,28818,2653,2724,2832,9300,4244,5177,6576
1899-12-31 10:40:06,10.6666666666667,24601,30057,20354,17354,13077,18212,20234,20373,7090,10367,16967,28851,2633,2709,2831,10302,4249,5165,6461
1899-12-31 10:50:06,10.8333333333333,25486,31324,21625,18520,13480,18811,20987,21422,7186,10644,17427,30284,2629,2688,2831,10447,4256,5149,6522
1899-12-31 11:00:06,11,26440,32085,23146,19648,13963,19244,21413,22475,7275,10857,17894,29304,2626,2708,2822,11385,4229,5140,6529
1899-12-31 11:10:06,11.1666666666667,27332,32976,24509,20934,14369,19934,22156,23035,7332,11208,18319,29765,2638,2710,2845,11653,4237,5142,6474
1899-12-31 11:20:06,11.3333333333333,28436,33694,26177,22079,14837,20495,22984,23742,7347,11313,18513,29465,2647,2716,2837,12366,4228,5150,6423
1899-12-31 11:30:06,11.5,29196,34362,27839,23504,15278,20849,23631,24219,7453,11688,18698,30411,2642,2722,2844,13414,4268,5093,6421
1899-12-31 11:40:06,11.6666666666667,29930,35008,29289,24853,15592,21567,24011,24564,7482,11986,19068,31584,2630,2746,2830,14465,4237,5111,6434
1899-12-31 11:50:06,11.8333333333333,30635,35384,31180,26176,16078,21823,24632,24505,7550,12080,19645,30935,2635,2758,2826,16143,4211,5083,6429
1899-12-31 12:00:06,12,31104,35666,33190,27619,16364,22417,25216,24636,7572,12417,19962,30107,2635,2745,2847,16092,4234,5108,6426
1899-12-31 12:10:06,12.1666666666667,31947,36011,35397,29046,16895,22577,25881,24978,7546,12648,20277,29727,2645,2759,2837,17995,4212,5047,6407
1899-12-31 12:20:06,12.3333333333333,32356,36280,36223,30501,17352,22987,26021,25013,7645,12927,20766,29907,2650,2765,2849,18967,4197,5085,6418
1899-12-31 12:30:06,12.5,32913,36497,37460,31646,17526,23116,26548,25377,7710,13205,20935,31997,2654,2798,2838,19610,4222,5055,6421
1899-12-31 12:40:06,12.6666666666667,33262,36749,38866,32951,17652,23535,27089,25057,7711,13220,21298,31392,2650,2802,2840,19437,4216,5084,6374
1899-12-31 12:50:06,12.8333333333333,33938,36676,40396,33630,17973,23741,26997,25919,7751,13592,21348,31861,2659,2828,2841,22180,4215,5027,6371
1899-12-31 13:00:06,13,34594,36830,41895,35021,18210,23985,27186,25227,7718,13765,21462,30103,2644,2843,2846,21773,4253,5062,6368
1899-12-31 13:10:06,13.1666666666667,35123,36780,42766,35376,18411,24199,27734,25578,7738,13921,21708,30753,2647,2859,2835,22255,4205,5025,6334
1899-12-31 13:20:06,13.3333333333333,35560,36940,43978,36735,18742,24372,27838,25545,7812,14152,22233,30075,2652,2865,2849,25880,4190,5039,6366
1899-12-31 13:30:06,13.5,36140,37117,45275,36729,19053,24450,27989,25761,7847,14370,22212,31116,2650,2895,2852,26512,4193,5017,6368
1899-12-31 13:40:06,13.6666666666667,36145,37181,44912,37783,19181,24710,28218,25762,7944,14730,22251,30749,2656,2930,2860,27999,4185,4984,6366
1899-12-31 13:50:06,13.8333333333333,36384,37336,45713,37974,19564,24811,27988,25798,7957,14771,22398,33069,2659,2929,2844,29147,4217,5021,6385
1899-12-31 14:00:06,14,36858,37291,46740,38462,19935,25042,28178,26067,7953,15012,22775,32117,2669,2967,2853,27650,4202,4997,6352
1899-12-31 14:10:06,14.1666666666667,36931,37315,46709,38988,20239,24875,28258,25906,7987,15157,22821,30370,2674,2970,2866,31515,4204,4952,6350
1899-12-31 14:20:06,14.3333333333333,36888,37369,47167,38756,20511,25031,28501,26133,8113,15177,23035,30532,2668,3014,2854,32042,4216,5019,6386
1899-12-31 14:30:06,14.5,37045,37385,47474,39571,20448,25263,28550,25913,7963,15303,22974,29728,2667,3053,2864,32576,4175,5006,6348
1899-12-31 14:40:06,14.6666666666667,37477,37644,48397,39538,20637,25142,28432,26054,8004,15481,23087,29695,2687,3068,2864,31655,4192,4969,6306
1899-12-31 14:50:06,14.8333333333333,37553,37624,48677,39869,20649,25349,28843,25160,7992,15628,23376,31971,2679,3109,2874,32615,4213,5029,6339
1899-12-31 15:00:06,15,37513,37613,48636,40302,20738,25095,28676,25988,8135,15764,23178,31600,2697,3130,2853,33616,4207,4969,6344
1899-12-31 15:10:06,15.1666666666667,38082,37675,48212,40070,20927,25097,28811,26225,8013,16019,23572,31276,2688,3156,2859,35635,4179,4973,6333
1899-12-31 15:20:06,15.3333333333333,38152,37796,48512,40580,20918,25366,28743,26138,8207,16180,23570,31392,2688,3208,2870,35454,4189,4904,6329
1899-12-31 15:30:06,15.5,37908,37830,48239,40733,21108,25575,28765,25272,8071,15999,23765,32158,2704,3251,2874,38363,4174,4951,6322
1899-12-31 15:40:06,15.6666666666667,37995,37945,49149,40510,20985,25498,28685,25342,8105,15981,23758,32095,2697,3279,2867,41085,4167,4995,6290
1899-12-31 15:50:06,15.8333333333333,38117,37849,49773,41206,21233,25474,28726,25639,8134,16246,23746,31187,2685,3331,2872,41725,4177,4905,6320
1899-12-31 16:00:06,16,38094,37869,49598,41774,21610,25530,28935,25478,8260,16277,23714,31573,2697,3359,2867,42637,4188,4917,6293
1899-12-31 16:10:06,16.1666666666667,38339,37940,50207,41720,21689,25533,28981,25762,8093,16314,23937,30920,2678,3420,2866,40681,4141,4977,6315
1899-12-31 16:20:06,16.3333333333333,38557,37879,50098,41775,21772,25725,28797,25417,8113,16376,24090,30790,2706,3456,2867,44959,4161,4922,6291
1899-12-31 16:30:06,16.5,38339,37862,50914,41605,21951,25748,28914,26216,8104,16443,24201,31231,2716,3509,2861,44981,4160,4923,6329
1899-12-31 16:40:06,16.6666666666667,38416,37971,50508,40734,22128,25669,29123,25665,8108,16567,24488,31751,2703,3552,2863,45861,4174,4933,6303
1899-12-31 16:50:06,16.8333333333333,38493,37934,50217,40823,21938,25561,29296,26056,8137,16756,23936,31010,2719,3622,2870,46839,4160,4933,6261
1899-12-31 17:00:06,17,38529,37882,50184,40606,22056,25765,29034,26374,8137,16740,24271,30608,2709,3666,2856,44608,4162,4910,6268
1899-12-31 17:10:06,17.1666666666667,38866,37824,50308,40835,21896,25784,28901,25922,8191,16826,24385,31574,2716,3713,2861,45277,4129,4890,6218
1899-12-31 17:20:06,17.3333333333333,38794,37814,50677,41181,21944,25589,29105,25453,8103,16904,24645,30748,2713,3791,2872,46255,4129,4919,6244
1899-12-31 17:30:06,17.5,38868,37831,50477,41316,21912,25684,29183,26032,8115,16744,24803,30666,2729,3845,2875,46852,4152,4869,6240
1899-12-31 17:40:06,17.6666666666667,38789,37917,50931,42336,22002,25620,28918,25819,8274,17034,24775,30549,2721,3925,2875,47244,4170,4881,6262
1899-12-31 17:50:06,17.8333333333333,38734,37848,51535,42353,22158,26137,28912,25969,8247,16912,24614,31402,2718,3984,2873,47794,4155,4913,6253
1899-12-31 18:00:06,18,38903,37871,51684,42262,22370,26142,29214,25880,8041,17165,24967,32131,2741,4054,2885,48024,4172,4906,6276
1899-12-31 18:10:06,18.1666666666667,39113,37826,52185,41978,22502,25945,29088,25819,8172,17130,24940,33150,2732,4134,2893,48395,4135,4901,6237
1899-12-31 18:20:06,18.3333333333333,39021,37969,51732,41570,22505,26085,28977,25865,8206,17103,24807,33132,2754,4206,2883,48697,4137,4860,6219
1899-12-31 18:30:06,18.5,39037,37808,51696,41204,22749,26100,28974,25885,8213,17170,25015,31414,2768,4293,2891,49009,4137,4897,6230
1899-12-31 18:40:06,18.6666666666667,38994,37891,51560,40959,22563,25987,29026,25534,8198,17034,25374,32531,2764,4369,2900,49377,4160,4917,6241
1899-12-31 18:50:06,18.8333333333333,38901,37929,51466,40985,22638,26150,28969,26064,8135,17204,25549,31779,2779,4439,2913,49519,4118,4907,6270
1899-12-31 19:00:06,19,39025,38060,51441,41617,22706,26267,28964,25588,8260,17287,25669,31405,2782,4531,2927,49651,4155,4907,6252
1899-12-31 19:10:06,19.1666666666667,39160,38090,51497,42665,22692,26256,29018,25811,8213,17338,25893,31310,2801,4612,2903,49830,4133,4900,6206
1899-12-31 19:20:06,19.3333333333333,39270,37908,51204,43096,22645,26172,29218,25853,8232,17246,25647,32249,2823,4713,2930,49929,4131,4897,6256
1899-12-31 19:30:06,19.5,39194,38001,51365,43018,22897,26189,29049,26120,8163,17402,25313,32182,2863,4800,2941,50110,4136,4881,6211
1899-12-31 19:40:06,19.6666666666667,39152,38191,51532,42781,22727,25996,29147,25685,8179,17527,25455,30872,2867,4893,2950,50163,4119,4900,6262
1899-12-31 19:50:06,19.8333333333333,39445,38141,51814,42551,22936,26232,29197,25839,8288,17441,25752,31338,2906,4996,2975,50211,4149,4887,6246
1899-12-31 20:00:06,20,39178,38086,52350,42797,22872,26423,29324,25783,8222,17570,25846,31684,2945,5103,2968,50406,4157,4800,6209
1899-12-31 20:10:06,20.1666666666667,39268,38222,52250,42518,23149,26465,29216,25542,8188,17484,26084,32167,2989,5182,2975,50459,4137,4893,6192
1899-12-31 20:20:06,20.3333333333333,39454,38182,52690,42078,23067,26397,29091,25913,8195,17503,25896,33552,3028,5299,2985,50591,4153,4904,6188
1899-12-31 20:30:06,20.5,39339,38097,52791,42188,23051,26541,29154,25378,8300,17484,25897,31633,3083,5426,2998,50693,4147,4855,6243
1899-12-31 20:40:06,20.6666666666667,39355,38171,52714,41970,23021,26427,29199,25502,8165,17797,26130,33162,3152,5516,3037,50802,4123,4904,6168
1899-12-31 20:50:06,20.8333333333333,39412,38125,52081,42359,23158,26318,29114,25581,8189,17595,26419,32034,3217,5634,3060,50773,4144,4899,6184
1899-12-31 21:00:06,21,39216,37945,51795,42394,22952,26611,29279,25926,8259,17694,26298,32784,3313,5759,3046,50855,4129,4873,6178
1899-12-31 21:10:06,21.1666666666667,39424,38073,51735,42748,23199,26595,29097,25791,8242,17710,25901,31527,3377,5870,3059,50939,4152,4877,6216
1899-12-31 21:20:06,21.3333333333333,39678,38131,51721,43165,23166,26772,29154,25410,8366,17642,26121,31642,3502,5978,3083,51007,4116,4855,6218
1899-12-31 21:30:06,21.5,39557,38102,51718,43267,23255,26686,29336,26059,8231,17621,26088,30843,3644,6088,3117,51151,4114,4915,6198
1899-12-31 21:40:06,21.6666666666667,39194,38145,52026,42843,23128,26561,29143,25358,8162,17704,26470,31414,3781,6223,3120,51061,4145,4885,6185
1899-12-31 21:50:06,21.8333333333333,39560,38019,51912,42605,23433,26392,29044,25794,8179,17619,26037,31570,3947,6379,3184,51233,4173,4891,6209
1899-12-31 22:00:06,22,39569,38103,52405,42924,23285,26392,29131,25697,8298,17782,26539,31390,4099,6513,3176,51299,4135,4902,6212
1899-12-31 22:10:06,22.1666666666667,39430,38172,52220,42531,23144,26641,29067,25530,8250,17557,26434,31982,4267,6629,3238,51348,4147,4882,6206
1899-12-31 22:20:06,22.3333333333333,39468,38115,52723,42455,23325,26661,29297,25839,8213,17806,26657,31540,4474,6789,3243,51366,4132,4915,6180
1899-12-31 22:30:06,22.5,39761,38171,52851,42399,23546,26966,29273,25308,8219,17878,26447,31455,4724,6959,3281,51371,4149,4899,6182
1899-12-31 22:40:06,22.6666666666667,39596,38148,52490,41899,23337,26818,29077,25200,8162,17741,26294,32328,4924,7067,3322,51529,4128,4908,6207
1899-12-31 22:50:06,22.8333333333333,39651,38173,52719,41954,23560,26657,28988,25712,8233,17698,26175,31311,5159,7251,3356,51603,4139,4902,6176
1899-12-31 23:00:06,23,39591,38289,52863,41689,23605,26488,28981,25768,8294,17904,26412,31728,5446,7416,3407,51643,4140,4887,6128
1899-12-31 23:10:06,23.1666666666667,39362,38199,53052,41929,23556,26544,29142,25445,8226,17732,26477,31724,5692,7580,3433,51648,4125,4872,6173
1899-12-31 23:20:06,23.3333333333333,39251,38126,53411,41847,23608,26686,29078,25704,8322,17813,26486,33010,5969,7731,3503,51667,4115,4891,6140
1899-12-31 23:30:06,23.5,39465,38143,53053,42203,23688,26579,28972,25303,8270,17796,26668,32317,6271,7891,3580,51780,4122,4894,6133
1899-12-31 23:40:06,23.6666666666667,39670,38176,53179,42319,23698,26621,29065,25599,8228,17818,26650,31800,6575,8126,3608,51727,4118,4870,6139
1899-12-31 23:50:06,23.8333333333333,39741,38128,53093,42448,23747,26580,28949,25694,8263,17867,26375,31995,6868,8341,3636,51763,4174,4839,6150
1900-01-01 00:00:06,24,39797,38086,53642,42643,23483,26649,28979,24926,8153,17819,26662,32296,7137,8565,3746,51874,4154,4933,6199
1900-01-01 00:10:06,24.1666666666667,39552,38086,53241,42628,23414,26872,29007,25594,8239,17935,26581,32807,7467,8743,3780,51953,4146,4943,6187
1900-01-01 00:20:06,24.3333333333333,39552,38144,53410,42721,23577,26634,28935,25619,8246,17990,26809,31990,7739,8893,3897,51895,4156,4903,6195
1900-01-01 00:30:06,24.5,39468,38110,53595,42870,23755,26722,28998,25390,8220,18005,26699,31417,8026,9121,3998,51984,4152,4917,6130
1900-01-01 00:40:06,24.6666666666667,39633,38202,52978,43227,23747,26562,29075,25208,8195,18105,26961,31162,8370,9353,4025,52051,4144,4919,6168
1900-01-01 00:50:06,24.8333333333333,39515,38173,52850,43195,23775,26661,29290,25338,8128,17931,26997,31812,8640,9621,4162,52007,4113,4856,6173
1900-01-01 01:00:06,25,39581,38178,52833,43022,23915,26666,29204,25339,8225,18021,27240,33038,8870,9856,4241,52241,4163,4892,6156
1900-01-01 01:10:06,25.1666666666667,39811,38248,52510,43237,23902,26724,29183,25302,8344,18046,26556,31125,9173,10095,4346,52291,4160,4932,6156
1900-01-01 01:20:06,25.3333333333333,39684,38324,52404,43013,23947,26970,29174,24963,8264,17848,26934,31576,9279,10324,4469,52108,4165,4922,6176
1900-01-01 01:30:06,25.5,39721,38307,52958,43241,23888,26823,29067,24969,8266,17966,26969,31692,9474,10577,4561,52349,4179,4949,6140
1900-01-01 01:40:06,25.6666666666667,39593,38355,52785,43349,23838,26846,28980,25120,8209,18025,26799,31117,9630,10821,4701,52277,4178,4923,6244
1900-01-01 01:50:06,25.8333333333333,39663,38299,52736,42961,23681,26684,28952,25134,8223,17876,26941,31569,9721,11064,4774,52356,4174,4887,6198
1900-01-01 02:00:06,26,39710,38294,52521,42928,23693,26867,28952,24956,8239,18014,27044,31592,9846,11296,4978,52397,4154,4892,6164
1900-01-01 02:10:06,26.1666666666667,39566,38324,52300,42733,23845,26931,28772,25154,8354,17803,27325,31697,9869,11552,5121,52247,4179,4891,6172
1900-01-01 02:20:06,26.3333333333333,39568,38443,52779,42967,23841,26850,29108,25132,8231,18042,27312,31637,9903,11818,5284,52567,4180,4942,6206
1900-01-01 02:30:06,26.5,39772,38506,52661,42917,23824,26721,29056,24999,8307,17963,27210,31321,9969,12043,5362,52372,4167,4891,6210
1900-01-01 02:40:06,26.6666666666667,39783,38394,53070,42679,23745,26801,29205,25113,8344,18045,27104,31822,10041,12265,5617,52530,4170,4916,6226
1900-01-01 02:50:06,26.8333333333333,39839,38380,53209,43236,23832,26464,29108,24934,8258,18034,27122,32161,10130,12463,5735,52396,4157,4936,6168
1900-01-01 03:00:06,27,39941,38426,53575,42990,23722,26361,29283,25366,8258,18146,27271,32550,10088,12630,5970,52506,4185,4935,6218
1900-01-01 03:10:06,27.1666666666667,39929,38513,53009,42915,23776,26291,29129,25559,8247,17981,27354,31137,10296,12858,6154,52395,4149,4913,6156
1900-01-01 03:20:06,27.3333333333333,39905,38543,52842,42989,23702,26428,28954,25422,8302,17915,26849,31576,10276,13058,6418,52453,4163,4920,6162
1900-01-01 03:30:06,27.5,39891,38449,53146,42807,23589,26612,28550,25079,8253,17910,27258,31339,10261,13291,6544,52577,4137,4938,6208
1900-01-01 03:40:06,27.6666666666667,40078,38573,53167,42412,23799,26729,28742,25178,8285,17974,27105,30718,10284,13476,6741,52592,4184,4911,6232
1900-01-01 03:50:06,27.8333333333333,39889,38473,53029,42562,23838,26763,28745,25298,8279,17910,27237,31550,10287,13601,7030,52523,4188,4921,6164
1900-01-01 04:00:06,28,39794,38583,53332,42522,23938,26596,28845,25158,8278,17987,27195,31696,10353,13714,7296,52492,4182,4960,6141
1900-01-01 04:10:06,28.1666666666667,39627,38512,53582,41868,23799,26439,28713,25251,8377,18037,27008,31580,10382,13887,7503,52684,4188,4956,6183
1900-01-01 04:20:06,28.3333333333333,39821,38474,53626,41878,23901,26152,28879,25257,8222,18094,27503,31394,10436,13995,7768,52665,4157,4920,6201
1900-01-01 04:30:06,28.5,39672,38597,53674,41855,23903,26273,28847,24703,8241,18091,27181,30981,10400,14119,8102,52646,4151,4940,6186
1900-01-01 04:40:06,28.6666666666667,39824,38550,53595,41906,23909,26289,29065,24926,8239,17909,27215,31051,10453,14258,8315,52606,4158,4888,6203
1900-01-01 04:50:06,28.8333333333333,40219,38508,53782,41827,23916,26315,28785,24676,8252,18009,27155,30761,10434,14392,8599,52621,4171,4917,6179
1900-01-01 05:00:06,29,40327,38621,53985,41661,23633,26493,28947,24886,8366,18090,27395,30505,10500,14479,8981,52645,4163,4916,6209
1900-01-01 05:10:06,29.1666666666667,39804,38564,54114,42056,23492,26390,28698,24570,8279,17973,27120,30655,10484,14589,9304,52584,4145,4908,6166
